,address,area,city,detail,lat,lng,name,province,street_id,tag,uid,Last_name,type,telephone
10,广东省深圳市福田区禾镰坑水库(塘朗山郊野公园南),福田区,深圳市,1,22.56305427,114.0195243,禾镰坑水库,广东省,8ab0dfc4d5071a15d8eced2d,自然地物;水系,8ab0dfc4d5071a15d8eced2d,禾镰坑水库生态公园,城市公园,
11,深圳市福田区农园路30号,福田区,深圳市,1,22.55277973,114.0285389,香蜜公园,广东省,0870c5626f761e8ff4231014,旅游景点;公园,0870c5626f761e8ff4231014,香蜜公园,城市公园,(0755)83310537
12,深圳市福田区香蜜湖街道竹林社区深南大道竹子林段8002号,福田区,深圳市,1,22.54402802,114.009868,深圳国际园林花卉博览园,广东省,2a391e3b538d6a1b0482c26e,旅游景点;公园,00f1c7fb1d32271fc056ac16,深圳国际园林花卉博览园,城市公园,
13,广东省深圳市福田区农林路71号,福田区,深圳市,1,22.54912829,114.0173587,儿童乐园,广东省,c2442c7db98a1c7cc51b75f3,旅游景点;游乐园,c2442c7db98a1c7cc51b75f3,儿童乐园,城市公园,(0755)82829037
14,深圳市福田区益田路与石厦路交叉路口东侧(皇岗公园),福田区,深圳市,1,22.52415207,114.0638417,皇岗公园-休闲广场,广东省,ea9c0ac13a5aa8d876e5b67f,休闲娱乐;休闲广场,ea9c0ac13a5aa8d876e5b67f,福强路北侧公园休闲带,社区公园,
15,深圳市福田区益田路与石厦路交叉路口东侧(皇岗公园),福田区,深圳市,1,22.52415207,114.0638417,皇岗公园-休闲广场,广东省,ea9c0ac13a5aa8d876e5b67f,休闲娱乐;休闲广场,ea9c0ac13a5aa8d876e5b67f,福强路南侧公园休闲带,社区公园,
16,深圳市福田区福强路2088号,福田区,深圳市,1,22.52386296,114.06455,皇岗公园,广东省,169392220e64143a4c554755,旅游景点;公园,169392220e64143a4c554755,菩提路社区公园,社区公园,(0755)83491286
17,广东省深圳市福田区桂花路13-8,福田区,深圳市,1,22.51573689,114.0589533,桂花路都市公园,广东省,2a0382ddfdc3f6771c3894ce,旅游景点;公园,2a0382ddfdc3f6771c3894ce,桂花路都市公园,社区公园,
18,红荔路群星广场B座22楼,福田区,深圳市,1,22.55432442,114.0947968,太阳花青年旅舍(深圳群星广场店),广东省,8ee41ce134fb568d9fec2b89,酒店;其他,8ee41ce134fb568d9fec2b89,新洲路太阳花水景广场,社区公园,
19,广东省深圳市福田区福民路博伦花园(深圳市福田区委北50米),福田区,深圳市,1,22.52897609,114.0625988,福民社区公园,广东省,eec508861805f945210220eb,旅游景点;公园,eec508861805f945210220eb,福民社区公园,社区公园,
20,广东省深圳市福田区福强路3012附近,福田区,深圳市,1,22.52330511,114.0556295,福新社区公园,广东省,,旅游景点;公园,2c7501e6f47af631f82213a4,福新社区公园,社区公园,
21,广东省深圳市福田区新洲路泰美园石厦北七街公园,福田区,深圳市,1,22.53211798,114.060236,石厦北七街社区公园,广东省,bde938b1fd5b62d861685823,旅游景点;公园,bde938b1fd5b62d861685823,石厦北七街社区公园,社区公园,
22,广东省深圳市福田区北六街2号附近,福田区,深圳市,1,22.53087257,114.0626711,明月社区公园,广东省,,旅游景点;公园,8dc4228aa3bbbe1deee4a536,明月社区公园,社区公园,
23,深圳市福田区福保街道益田社区益田路1006号,福田区,深圳市,1,22.51861802,114.063864,益田花园,广东省,8e4d2067a2f15c15f603b8fc,房地产;住宅区,3da907f3aaa14b2eb220a888,益田花园休闲公园带,社区公园,
24,深圳市福田区水围七街与水围六街交叉路口东北侧(水围龙轩豪庭东侧),福田区,深圳市,1,22.52595614,114.0693833,水围恒春园,广东省,2020cdd1ee814c3b2b11d191,房地产;住宅区,6faae788bbaebbd09868b445,水围恒春园,社区公园,
25,广东省深圳市福田区福强路1428号附近,福田区,深圳市,1,22.52672288,114.0743614,绿谷公园,广东省,,旅游景点;公园,2b62b9789aa730ef1e1d1193,绿谷社区公园,社区公园,
26,广东省深圳市福田区水围街65号,福田区,深圳市,1,22.52701866,114.0705035,水围文化广场,广东省,92b806d2966d95fe79b55c10,休闲娱乐;休闲广场,92b806d2966d95fe79b55c10,水围文化广场,社区公园,
27,深圳市福田区三龙花园附近,福田区,深圳市,1,22.53226386,114.0660366,锦绣园,广东省,40813caf017d337c9de32150,旅游景点;公园,40813caf017d337c9de32150,皇岗锦绣园,社区公园,
28,广东省深圳市宝安区延兴路,宝安区,深圳市,1,22.59348245,113.8521988,海滨公园,广东省,873543b459338f67eaf8532e,旅游景点;公园,873543b459338f67eaf8532e,海滨社区公园,社区公园,
29,广东省深圳市罗湖区田贝文锦广场西北(文锦北路),罗湖区,深圳市,1,22.5650595,114.1314179,文锦北社区公园,广东省,72e5e58ae3979477a4c75649,旅游景点;公园,72e5e58ae3979477a4c75649,吉龙七街北社区公园,社区公园,
30,深圳市福田区福华路98号,福田区,深圳市,1,22.54359767,114.0882286,福南社区,广东省,564d897b3cbd7582373a71e4,政府机构;其他,564d897b3cbd7582373a71e4,福南社区公园,社区公园,
31,广东省深圳市福田区福民路博伦花园(深圳市福田区委北50米),福田区,深圳市,1,22.52897609,114.0625988,福民社区公园,广东省,eec508861805f945210220eb,旅游景点;公园,eec508861805f945210220eb,福滨社区公园一,社区公园,
32,none,none,none,none,none,none,none,none,none,none,1,福安社区公园,社区公园,
33,广东省深圳市福田区福华一路与兴融六路交汇处,福田区,深圳市,1,22.54292599,114.058293,兴融社区公园,广东省,,旅游景点;公园,1913b7cac1c2878d9d9d68f9,兴融社区公园,社区公园,
34,福田人民医院旁,福田区,深圳市,1,22.54588356,114.0857482,福医社区公园,广东省,ff8af8adf3da71c7c61b7580,旅游景点;公园,ff8af8adf3da71c7c61b7580,福虹社区公园,社区公园,
35,广东省深圳市南山区蛇口公园北路荣村29栋(蛇口大厦旁),南山区,深圳市,1,22.49338878,113.9341004,荣村29栋,广东省,1de501b5f625e9a949fc8d83,房地产;内部楼栋,1de501b5f625e9a949fc8d83,福华村29栋社区公园,社区公园,
36,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,福田口岸街心公园,社区公园,
37,深圳市福田区深南中路4018号,福田区,深圳市,1,22.54772699,114.0834637,田面花园,广东省,bf29b702b86a889909b93a12,房地产;住宅区,bf29b702b86a889909b93a12,田面老年公园,社区公园,
38,none,none,none,none,none,none,none,none,none,none,96a7e3f025d2ef0d6b49f3d9,深南大道岗厦北地铁口休闲公园带,社区公园,
39,笋岗西路3070号附近,福田区,深圳市,1,22.56165386,114.0886889,华富公园,广东省,c712f061f391ceb5e31103ea,旅游景点;公园,c712f061f391ceb5e31103ea,华富公园,社区公园,
40,广东省深圳市福田区梅岗路1南门华富北屋村,福田区,深圳市,1,22.56305611,114.0884558,华富北社区公园,广东省,c27102878bc14c898f55ec59,旅游景点;公园,c27102878bc14c898f55ec59,华富北社区公园,社区公园,
41,深圳市宝安区松白路与宝石路交叉路口往东南约50米(应人石文韬科技园),宝安区,深圳市,1,22.64615175,113.934016,特色木桶饭,广东省,,美食;小吃快餐店,7cb505df177402a96f4760ff,万福树特色花卉园,社区公园,
42,广州市白云区上步大道与西槎路交叉路口北侧,白云区,广州市,1,23.17607305,113.243169,上步花园,广东省,8ab0dfc44d8aa216d9eceda4,房地产;住宅区,8ab0dfc44d8aa216d9eceda4,上步公园,社区公园,
43,广东省深圳市罗湖区泥岗东路红岗花园15栋,罗湖区,深圳市,1,22.57807858,114.1153207,清水河社区居民广场,广东省,517a55966bd9189928201a3c,休闲娱乐;休闲广场,517a55966bd9189928201a3c,社区居民娱乐广场,社区公园,
44,红荔路3007号,福田区,深圳市,1,22.55355091,114.0906567,上步工业区,广东省,a647189f9cd944a82902e15d,公司企业;园区,a647189f9cd944a82902e15d,上步工业区公园,社区公园,
45,广东省深圳市龙华区超汇花园东北100米(东环一路南),龙华区,深圳市,1,22.65268204,114.040931,壹成中心花园第五区,广东省,6600e52f3f83d4bf16a19020,房地产;住宅区,6600e52f3f83d4bf16a19020,华新村中心花园,社区公园,
46,阳新路,龙岗区,深圳市,1,22.71997559,114.3197717,同心社区公园,广东省,,旅游景点;公园,5243f2164b3a9c244151c068,同心社区公园,社区公园,
47,none,none,none,none,none,none,none,none,none,none,b2f44d0e8703c20b0a5cb39c,礼园,社区公园,
48,南海大道3688号深圳大学,南山区,深圳市,1,22.54043576,113.9396022,深圳大学-师范学院,广东省,46c266b88c97cad23a13fded,教育培训;高等院校,46c266b88c97cad23a13fded,诗园,社区公园,(0755)26534297
49,深圳市福田区景丽社区旁,福田区,深圳市,1,22.5586318,114.0528439,景丽社区公园,广东省,02716df508574733057ce875,旅游景点;公园,02716df508574733057ce875,景丽社区公园,社区公园,
50,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,宏威路街心公园,社区公园,
51,深圳市福田区景田东路10号附近,福田区,深圳市,1,22.54983766,114.0537396,景田南三街街心公园,广东省,09b5e1c69bfabb8c120daadf,旅游景点;公园,09b5e1c69bfabb8c120daadf,景田南三街街心公园,社区公园,
52,景田南五街99号,福田区,深圳市,1,22.5496797,114.0501128,景田南路街心公园,广东省,97244a81174b0ca0ca2915a8,旅游景点;公园,97244a81174b0ca0ca2915a8,景田南路街心公园,社区公园,
53,景田南五街99号,福田区,深圳市,1,22.5496797,114.0501128,景田南路街心公园,广东省,97244a81174b0ca0ca2915a8,旅游景点;公园,97244a81174b0ca0ca2915a8,景田东路南13号街心公园,社区公园,
54,景田南五街99号,福田区,深圳市,1,22.5496797,114.0501128,景田南路街心公园,广东省,97244a81174b0ca0ca2915a8,旅游景点;公园,97244a81174b0ca0ca2915a8,景田东路南12号街心公园,社区公园,
55,七号路与十号路交叉口西100米,福田区,深圳市,1,22.55476549,114.0535897,景华社区公园,广东省,f5f40ed6ee0154abfc0eb08c,旅游景点;公园,f5f40ed6ee0154abfc0eb08c,景华社区公园一,社区公园,
56,广东省深圳市南山区S3(广深沿江高速公路),南山区,深圳市,1,22.53331816,113.8966293,海堤公园,广东省,bafa3eb6aa8cb3431c3894d3,旅游景点;公园,bafa3eb6aa8cb3431c3894d3,回雁社区公园,社区公园,
57,景田东路31号,福田区,深圳市,1,22.55460278,114.0535459,景华社区公园二,广东省,baba9a449e236140b72655e8,旅游景点;公园,baba9a449e236140b72655e8,景华社区公园二,社区公园,
58,回雁路与景田北一街交叉口东南150米,福田区,深圳市,1,22.56198002,114.052182,景田法治公园,广东省,8ad88b8841c6f03416a1906d,旅游景点;公园,8ad88b8841c6f03416a1906d,景田法治公园,社区公园,
59,景田东路82号,福田区,深圳市,1,22.56313587,114.0494842,景田片区梅富社区公园,广东省,55d0da46eae97a1ee115f9b5,旅游景点;公园,55d0da46eae97a1ee115f9b5,梅富社区公园,社区公园,
60,深圳市福田区景田西路5号附近,福田区,深圳市,1,22.55664659,114.0466251,狮岭社区公园,广东省,0ebdfe39c11a4e394251c000,旅游景点;公园,0ebdfe39c11a4e394251c000,狮岭山公园,社区公园,
61,深圳市福田区花景道(北六街与景田北八街交界处),福田区,深圳市,1,22.56411375,114.0422022,景田北六街街心公园(宠物主题园),广东省,,旅游景点;公园,a2ec0d2dfb3f5626901fc993,景田北一街社区公园,社区公园,
62,深圳市福田区景田西路5号附近,福田区,深圳市,1,22.55664659,114.0466251,狮岭社区公园,广东省,0ebdfe39c11a4e394251c000,旅游景点;公园,0ebdfe39c11a4e394251c000,狮岭社区公园,社区公园,
63,深圳市福田区景田天然居(香梅路北),福田区,深圳市,1,22.55900102,114.0435585,康欣社区公园,广东省,0adce3e20b8e831c81a00c88,旅游景点;公园,0adce3e20b8e831c81a00c88,康欣社区公园,社区公园,
64,深圳市福田区景田西路5号附近,福田区,深圳市,1,22.55664659,114.0466251,狮岭社区公园,广东省,0ebdfe39c11a4e394251c000,旅游景点;公园,0ebdfe39c11a4e394251c000,香丽大厦南面社区公园,社区公园,
65,深圳市福田区花景道(北六街与景田北八街交界处),福田区,深圳市,1,22.56411375,114.0422022,景田北六街街心公园(宠物主题园),广东省,,旅游景点;公园,a2ec0d2dfb3f5626901fc993,景田北二街社区公园,社区公园,
66,深圳市福田区花景道(北六街与景田北八街交界处),福田区,深圳市,1,22.56411375,114.0422022,景田北六街街心公园(宠物主题园),广东省,,旅游景点;公园,a2ec0d2dfb3f5626901fc993,景田小学西南边公园,社区公园,
67,深圳市福田区花景道(北六街与景田北八街交界处),福田区,深圳市,1,22.56411375,114.0422022,景田北六街街心公园(宠物主题园),广东省,,旅游景点;公园,a2ec0d2dfb3f5626901fc993,景田北七街社区公园,社区公园,
68,深圳市福田区景田北街173号附近,福田区,深圳市,1,22.56270901,114.045074,景蜜村公园,广东省,3d0b54c5839b361d4e554719,旅游景点;公园,3d0b54c5839b361d4e554719,景蜜社区公园,社区公园,
69,深圳市福田区花景道(北六街与景田北八街交界处),福田区,深圳市,1,22.56411375,114.0422022,景田北六街街心公园(宠物主题园),广东省,,旅游景点;公园,a2ec0d2dfb3f5626901fc993,景田北六街社区公园,社区公园,
70,深圳市福田区梅林路3号蓝天绿都家园东,福田区,深圳市,1,22.57405597,114.078469,翰岭社区公园,广东省,,旅游景点;公园,a53ff89eaf9d676ed7851fbb,翰岭社区公园,社区公园,
71,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,梅林二街街心公园,社区公园,
72,梅林街润裕花园3栋一楼,福田区,深圳市,1,22.56974207,114.0451836,下梅林社区公园,广东省,2e6fd051b81fa8199d09f7ae,旅游景点;公园,2e6fd051b81fa8199d09f7ae,下梅林社区公园,社区公园,
73,广东省深圳市福田区梅林路165附近,福田区,深圳市,1,22.57174444,114.0498097,梅河社区公园,广东省,,旅游景点;公园,96fa43901f8ce1f80f0a707c,梅河社区公园,社区公园,(0755)83111067
74,深圳市福田区奥士达路2号,福田区,深圳市,1,22.57038533,114.0699566,凯丰社区公园,广东省,3f9cb8a5606e543b3586f404,旅游景点;公园,3f9cb8a5606e543b3586f404,凯丰社区公园,社区公园,
75,梅林路52号,福田区,深圳市,1,22.57446854,114.0631092,中康公园,广东省,8cba4bb077498a84ad045710,旅游景点;公园,8cba4bb077498a84ad045710,中康公园,社区公园,
76,下梅林梅亭路2-16号,福田区,深圳市,1,22.57406715,114.0502969,下梅林文体公园,广东省,50fb64ff0171f15de9f85310,旅游景点;公园,4bb049d964a8834799005010,下梅林文体公园,社区公园,
77,深圳市福田区梅林路133号,福田区,深圳市,1,22.57309611,114.0560971,上梅林文体公园,广东省,593850fb5f6fe85ddf1e5210,旅游景点;公园,593850fb5f6fe85ddf1e5210,上梅林文体公园,社区公园,
78,深圳市福田区华强南立交与华强南路交叉口西北50米,福田区,深圳市,1,22.53735006,114.0931553,赤尾社区公园,广东省,,旅游景点;公园,c9964d30d93b167fd3ff2361,赤尾公园,社区公园,
79,广东省深圳市福田区福民路博伦花园(深圳市福田区委北50米),福田区,深圳市,1,22.52897609,114.0625988,福民社区公园,广东省,eec508861805f945210220eb,旅游景点;公园,eec508861805f945210220eb,福滨社区公园二,社区公园,
80,广东省深圳市福田区华发南路,福田区,深圳市,1,22.5425221,114.0947228,下步庙北区公园,广东省,,旅游景点;公园,0c02d18e410f32d3dbeced72,下步庙北社区公园,社区公园,
81,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,上步南街心公园,社区公园,
82,新洲路4007号,福田区,深圳市,1,22.5380135,114.0557504,福田紫薇公园,广东省,c2858f19a43bd428a8f0cd94,旅游景点;公园,c2858f19a43bd428a8f0cd94,紫薇公园,社区公园,
83,新洲南路3183号,福田区,深圳市,1,22.53222798,114.054603,新洲花园,广东省,0dee597b507cb4e0bea240ba,房地产;住宅区,0dee597b507cb4e0bea240ba,新洲公园,社区公园,
84,沙嘴路38号,福田区,深圳市,1,22.53284522,114.0459552,沙嘴社区公园,广东省,,旅游景点;公园,5c18b3eaf96b7fda3b221cae,沙嘴社区公园,社区公园,
85,深圳市宝安区塘尾12区接福路135,宝安区,深圳市,1,22.71098777,113.8145007,塘尾社区公园,广东省,a1607cac8f1f7efa31f71de2,旅游景点;公园,a1607cac8f1f7efa31f71de2,沙尾社区公园,社区公园,
86,深圳市福田区金地一路与沙尾路交叉路口往南约50米(沙嘴东侧),福田区,深圳市,1,22.52371932,114.0462429,沙嘴文化广场,广东省,e116be54a62a8a78c91b95df,休闲娱乐;休闲广场,e116be54a62a8a78c91b95df,沙嘴文化广场,社区公园,
87,深圳市中国下沙4坊59号楼,福田区,深圳市,1,22.53135328,114.0327599,下沙文化广场,广东省,46722cf708c0a93f6c3e1b1d,休闲娱乐;休闲广场,46722cf708c0a93f6c3e1b1d,下沙文化广场,社区公园,
88,深南中路8005号,福田区,深圳市,1,22.53826244,114.0160535,深圳市人才园,广东省,af452f370a5fc3a614b54b17,房地产;写字楼,af452f370a5fc3a614b54b17,深圳人才园,社区公园,
89,none,none,none,none,none,none,none,none,none,none,9143261f50d8c0b9a1acc469,福荣都市绿道,社区公园,
90,广东省深圳市福田区侨香路1021号附近,福田区,深圳市,1,22.55850873,114.0340095,新天社区公园,广东省,,旅游景点;公园,f26f424ab8ba888bdb13185c,新天社区公园,社区公园,
91,广东省深圳市福田区安托山七路1-1东南50米,福田区,深圳市,1,22.55632259,114.0202475,香安社区公园,广东省,,旅游景点;公园,423d6a1e121c132dafee7a8f,香安社区公园,社区公园,
92,广东省深圳市福田区四号路5号附近,福田区,深圳市,1,22.56138261,114.0289903,嘉园小区社区公园,广东省,7da9d459c92091cd82288a96,旅游景点;公园,7da9d459c92091cd82288a96,嘉园社区公园,社区公园,
93,竹林子路8号附近,福田区,深圳市,1,22.5432219,114.018441,越众社区公园,广东省,95c7cdddbf7d258bae04571e,旅游景点;公园,95c7cdddbf7d258bae04571e,越众社区公园,社区公园,
94,深圳市福田区香蜜湖街道竹林社区深南大道竹子林段8002号,福田区,深圳市,1,22.54402802,114.009868,深圳国际园林花卉博览园,广东省,2a391e3b538d6a1b0482c26e,旅游景点;公园,00f1c7fb1d32271fc056ac16,竹林社区公园,社区公园,
95,none,none,none,none,none,none,none,none,none,none,1,金众社区公园,社区公园,
96,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,街心社区公园,社区公园,
97,广东省深圳市福田区建业小区北区(京港澳高速公路北),福田区,深圳市,1,22.54784648,114.0196358,竹香社区公园,广东省,68a294645592739282a12e39,旅游景点;公园,68a294645592739282a12e39,竹香社区公园,社区公园,
98,深圳市福田区景田北一街30号附近,福田区,深圳市,1,22.56223843,114.0409549,街心公园,广东省,91abed90892178ff8bfc0684,旅游景点;公园,91abed90892178ff8bfc0684,建业街心公园,社区公园,
99,安托山六路36号附近,福田区,深圳市,1,22.55901562,114.0161263,听泉居社区公园,广东省,e23f9f5e91465b00a1a93401,旅游景点;公园,e23f9f5e91465b00a1a93401,听泉居社区公园,社区公园,
100,广东省深圳市福田区深圳市儿童乐园天主教深圳圣安多尼堂,福田区,深圳市,1,22.55096791,114.0206382,农林公园,广东省,fde055644c1d9af9f503b832,旅游景点;景点,fde055644c1d9af9f503b832,农林公园,社区公园,
101,广东省深圳市福田区泽田路2号,福田区,深圳市,1,22.558531,114.023633,侨香公园,广东省,7774b914841dd63a59bbbcd8,旅游景点;公园,f188d0474cb85afff82213bd,侨香公园,社区公园,
102,广东省深圳市福田区建业小区北区(京港澳高速公路北),福田区,深圳市,1,22.54784648,114.0196358,竹香社区公园,广东省,68a294645592739282a12e39,旅游景点;公园,68a294645592739282a12e39,竹香小学东面社区公园,社区公园,
103,广东省深圳市福田区农林路65西北50米,福田区,深圳市,1,22.55092169,114.0213871,农林路绿化休闲公园带,广东省,,旅游景点;公园,131955d18bbc5233c91b9582,农林路休闲公园带,社区公园,
104,广东省深圳市福田区香梅路2003号附近,福田区,深圳市,1,22.56114681,114.0387389,香梅北社区公园,广东省,,旅游景点;公园,e448288b019fe58fd2f49e60,香梅北社区公园,社区公园,
105,深圳市福田区八卦三路6号,福田区,深圳市,1,22.5687498,114.1096684,光纤小区,广东省,fcd0e2676fb764a01ef74dea,房地产;住宅区,fcd0e2676fb764a01ef74dea,光纤小区社区公园,社区公园,
106,深圳市福田区上步北路1012号,福田区,深圳市,1,22.56628007,114.1012196,鹏益花园,广东省,88d6389510a87f0a1e5800f4,房地产;住宅区,88d6389510a87f0a1e5800f4,鹏益花园社区公园,社区公园,(0755)25849333
107,深圳市福田区百花四路2号长城花园内部,福田区,深圳市,1,22.560764,114.0978898,长城一号社区公园,广东省,9fd82cda595d53222806ce2a,旅游景点;公园,9fd82cda595d53222806ce2a,长城小区社区公园,社区公园,
108,广东省深圳市福田区百花四路,福田区,深圳市,1,22.558851,114.0982964,白沙岭社区公园,广东省,,旅游景点;公园,52d3f7458ce4ca5cad080fa4,白沙岭社区公园,社区公园,
109,红荔路1050-1052号,福田区,深圳市,1,22.55600251,114.1081037,深圳人一天雕塑公园,广东省,078cd46c2078796aa8f729b0,旅游景点;公园,078cd46c2078796aa8f729b0,深圳人一天,社区公园,
110,广东省深圳市福田区园岭六街,福田区,深圳市,1,22.56031835,114.1045474,红荔社区怡水园,广东省,,房地产;住宅区,c6b19ea87ed6b6dc17948ef3,怡水园,社区公园,
111,广东省深圳市福田区百花四路,福田区,深圳市,1,22.558851,114.0982964,白沙岭社区公园,广东省,,旅游景点;公园,52d3f7458ce4ca5cad080fa4,园岭社区公园,社区公园,
112,广东省深圳市福田区南天一花园(深圳市体育中心东南),福田区,深圳市,1,22.56157451,114.1012387,体育南社区公园,广东省,1f9cc841aea5f661a8059d83,旅游景点;公园,1f9cc841aea5f661a8059d83,体育南社区公园,社区公园,
113,深圳市罗湖区翠竹路1078号,罗湖区,深圳市,1,22.57000689,114.1408326,翠竹公园,广东省,91c13f93fcc28c8720f0178b,旅游景点;公园,91c13f93fcc28c8720f0178b,翠竹公园,城市公园,
114,东门北路2070号,罗湖区,深圳市,1,22.56430874,114.1417609,园科公园,广东省,db1f39d436f5bd6ff5c59c6e,旅游景点;公园,db1f39d436f5bd6ff5c59c6e,园科公园,城市公园,(0755)26580698
115,广东省深圳市罗湖区莲塘街道仙湖社区仙湖路160号,罗湖区,深圳市,1,22.58221202,114.1820359,深圳仙湖植物园,广东省,706a8dd0058b715943e192b5,旅游景点;植物园,706a8dd0058b715943e192b5,仙湖植物园,城市公园,(0755)25738430
116,深圳市罗湖区人民北路3071号,罗湖区,深圳市,1,22.55953461,114.1236656,人民公园(人民北路),广东省,50fb64ff0195f15de9f8536c,旅游景点;公园,50fb64ff0195f15de9f8536c,人民公园,城市公园,
117,深圳市罗湖区童乐路12号,罗湖区,深圳市,1,22.55996599,114.130772,深圳市儿童公园,广东省,22e114075a9a30b4d5b74e6c,旅游景点;公园,22e114075a9a30b4d5b74e6c,深圳市儿童公园,城市公园,(0755)82239822
118,深圳市罗湖区金稻田路1603号,罗湖区,深圳市,1,22.58995131,114.1337723,深圳市围岭公园,广东省,a12baa405e3a7455e856fa2d,旅游景点;公园,a12baa405e3a7455e856fa2d,围岭公园,城市公园,"(0755)25519099,(0755)25518628"
119,none,none,none,none,none,none,none,none,none,none,50ff056835284eacd718b7dd,罗芳公园,城市公园,
120,广东省深圳市罗湖区黄贝街道爱国路4006号,罗湖区,深圳市,1,22.56990802,114.155375,东湖公园,广东省,6a2ab7b5393ff3aef942b2fb,旅游景点;公园,6a2ab7b5393ff3aef942b2fb,东湖公园,城市公园,"(0755)25429205,(0755)25410719"
121,莲塘梧桐山(近莲塘罗湖公安局),罗湖区,深圳市,1,22.56734494,114.1918151,仙桐体育公园,广东省,8cb35931574a50130aa8d4fc,旅游景点;公园,8cb35931574a50130aa8d4fc,仙桐体育公园,城市公园,
122,泥岗东路(近深业车城),罗湖区,深圳市,1,22.58207846,114.1208452,红岗公园,广东省,6ba1cd0d8364536188f15deb,旅游景点;公园,9b07645922aa7ac19122e0f8,红岗公园,城市公园,
123,深圳市罗湖区文锦北路2023号,罗湖区,深圳市,1,22.57220398,114.12688,洪湖公园,广东省,3be122e12c73be521ef74d6c,旅游景点;公园,3be122e12c73be521ef74d6c,洪湖公园,城市公园,
124,广东省深圳市罗湖区文锦北路(鸿泰龙大酒店),罗湖区,深圳市,1,22.57678102,114.1296453,水贝社区公园,广东省,4ce10ce6bc804cdc441a3232,旅游景点;公园,4ce10ce6bc804cdc441a3232,水贝社区公园,社区公园,
125,广东省深圳市罗湖区田贝文锦广场西北(文锦北路),罗湖区,深圳市,1,22.5650595,114.1314179,文锦北社区公园,广东省,72e5e58ae3979477a4c75649,旅游景点;公园,72e5e58ae3979477a4c75649,文锦北社区公园,社区公园,
126,文锦北路与田贝三路交叉口西南50米,罗湖区,深圳市,1,22.56846221,114.1295895,洪湖源兴居社区公园,广东省,a678f3b3eef5ed3925e0a009,旅游景点;公园,a678f3b3eef5ed3925e0a009,田贝三路社区公园,社区公园,
